Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;BuildingArea;YearBuilt;CouncilArea;Lattitude;Longtitude;Regionname;Propertycount
Brighton;1 Airlie St;3;h;1342000;S;Marshall;16/09/2017;105;3186;3;1;3;287;110;1910;Bayside City Council;-3788879;14499833;Southern Metropolitan;10579
Brighton;5/103 Dendy St;2;u;1105000;S;Buxton;16/09/2017;105;3186;2;1;1;;;;Bayside City Council;-3792021;14500378;Southern Metropolitan;10579
Brighton;3/58 Durrant St;3;t;1475000;S;Hodges;16/09/2017;105;3186;;;;;;;Bayside City Council;-3791113;14500476;Southern Metropolitan;10579
Brighton;15 Lasswade Ct;3;t;1815000;S;Nick;16/09/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;7 Oak Gr;4;h;2410000;S;Jellis;16/09/2017;105;3186;4;3;4;569;;;Bayside City Council;-3790192;14500094;Southern Metropolitan;10579
Brighton;2/14 Young St;3;u;1800000;S;Buxton;16/09/2017;105;3186;3;2;1;;;;Bayside City Council;-3790871;1449891;Southern Metropolitan;10579
Brighton;2/160 Church St;4;t;2020000;S;Buxton;19/08/2017;105;3186;4;3;2;;;;Bayside City Council;-3791674;14499692;Southern Metropolitan;10579
Brighton;50 Meek St;3;h;2020000;S;Nick;19/08/2017;105;3186;3;2;2;;222;2013;Bayside City Council;-3790217;14499337;Southern Metropolitan;10579
Brighton;34 Moffat St;4;h;2770000;S;Nick;19/08/2017;105;3186;4;3;2;560;;;Bayside City Council;-3792314;14499777;Southern Metropolitan;10579
Brighton;3 Seaview Av;4;h;1740000;S;Woodards;19/08/2017;105;3186;4;1;2;;177;1925;Bayside City Council;-3793091;14499266;Southern Metropolitan;10579
Brighton;6/28 Murphy St;2;u;974250;S;Buxton;23/09/2017;105;3186;2;1;2;;;1970;Bayside City Council;-3789367;14499721;Southern Metropolitan;10579
Brighton;5/344 New St;2;u;630500;S;Kay;23/09/2017;105;3186;2;1;1;;91;;Bayside City Council;-3790233;14499375;Southern Metropolitan;10579
Brighton;53 Elwood St;4;h;2830000;S;Nick;26/08/2017;105;3186;4;2;2;700;202;1930;Bayside City Council;-3790034;14499609;Southern Metropolitan;10579
Brighton;44 Meek St;4;h;2260000;S;Nick;26/08/2017;105;3186;4;2;2;881;;2015;Bayside City Council;-3790217;14499337;Southern Metropolitan;10579
Brighton;2/90 Durrant St;2;h;1143000;S;Marshall;14/10/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;2/3 Foote St;2;u;1020000;S;Buxton;14/10/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;10B Hall St;3;t;1802000;S;Marshall;14/10/2017;105;3186;3;2;2;;;;Bayside City Council;-3791797;14500182;Southern Metropolitan;10579
Brighton;3/24 Wolseley Gr;3;h;1235000;S;Buxton;14/10/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;8 Berwick St;4;h;2451000;S;Marshall;21/10/2017;105;3186;4;3;2;335;102;1960;Bayside City Council;-3790397;14499582;Southern Metropolitan;10579
Brighton;202/116 Martin St;1;u;525000;S;Jellis;21/10/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;2/109 Roslyn St;3;t;1500000;S;Nick;21/10/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;31 Arthur Av;4;h;4690000;S;hockingstuart;28/10/2017;105;3186;4;4;2;920;;;Bayside City Council;-3792304;14500039;Southern Metropolitan;10579
Brighton;78 Champion St;3;h;2040000;S;Marshall;28/10/2017;105;3186;3;3;2;446;;;Bayside City Council;-379213;14500454;Southern Metropolitan;10579
Brighton;356 New St;5;h;5410000;S;Nick;28/10/2017;105;3186;5;3;3;1454;;1860;Bayside City Council;-3790148;14499392;Southern Metropolitan;10579
Brighton;2/59 Roslyn St;3;t;1562500;S;Marshall;28/10/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;35 Windermere Cr;5;h;3600000;S;Buxton;28/10/2017;105;3186;5;3;2;;;1955;Bayside City Council;-3792265;1449972;Southern Metropolitan;10579
Brighton;6/29 Seacombe Gr;2;u;1570000;S;Marshall;11/11/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;13 Whyte St;3;h;2230000;S;Marshall;11/11/2017;105;3186;3;3;3;444;;;Bayside City Council;-379244;1449989;Southern Metropolitan;10579
Brighton;223/380 Bay St;2;u;650000;S;Nick;18/11/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;5/41 Kinane St;3;t;1085000;S;Marshall;18/11/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;6/58 Nepean Hwy;3;t;1060000;S;Chisholm;18/11/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;3/72 Well St;2;t;2550000;S;RT;18/11/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;165 New St;3;h;2340000;S;Buxton;25/11/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;12 Cole St;4;h;5500000;S;Marshall;06/01/2018;105;3186;4;4;2;;;;Bayside City Council;-3789384;14498711;Southern Metropolitan;10579
Brighton;12/42 Grosvenor St;2;u;585000;S;Buxton;09/12/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;25/568 New St;1;u;437000;S;hockingstuart;09/12/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;13 Orchard St;4;h;3520000;S;Nick;09/12/2017;105;3186;4;3;2;715;;;Bayside City Council;-3790119;14499559;Southern Metropolitan;10579
Brighton;3a Valda Gr;3;t;1875000;S;Buxton;09/12/2017;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;112 Dendy St;4;h;3590000;S;Nick;03/03/2018;105;3186;4;3;2;839;;;Bayside City Council;-3792093;14500499;Southern Metropolitan;10579
Brighton;42 Ebden St;3;h;1826000;S;Jellis;03/03/2018;105;3186;3;1;1;468;169;1910;Bayside City Council;-3788786;14499853;Southern Metropolitan;10579
Brighton;136 Male St;4;h;2500000;S;Buxton;03/03/2018;105;3186;4;2;2;564;;;Bayside City Council;-379065;14500572;Southern Metropolitan;10579
Brighton;4/33 North Rd;2;u;900000;S;Buxton;17/02/2018;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;194B Church St;3;t;2525000;S;Buxton;17/03/2018;105;3186;3;2;3;728;;;Bayside City Council;-3791902;14499987;Southern Metropolitan;10579
Brighton;1/103 Martin St;4;t;1850000;S;Buxton;17/03/2018;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;5 Southey St;3;h;1770000;S;Buxton;17/03/2018;105;3186;3;1;1;535;;;Bayside City Council;-3790725;14500634;Southern Metropolitan;10579
Brighton;58 Sussex St;4;h;1800000;S;Buxton;17/03/2018;105;3186;4;2;1;400;;1955;Bayside City Council;-3791341;14499034;Southern Metropolitan;10579
Brighton;114 Cole St;4;h;2710000;S;Biggin;24/02/2018;105;3186;4;2;2;547;216;1905;Bayside City Council;-3789538;14500121;Southern Metropolitan;10579
Brighton;1/7 Laburnum St;3;u;1715000;S;Buxton;24/02/2018;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton;1/61 Martin St;3;u;1220000;S;Hodges;24/02/2018;105;3186;;;;;;;Bayside City Council;;;Southern Metropolitan;10579
Brighton East;244a South Rd;3;h;930000;SP;Marshall;03/09/2016;107;3187;3;1;1;329;117;1930;Bayside City Council;-379317;1450218;Southern Metropolitan;6938
Brighton East;26 Hodder St;2;h;1250000;SP;hockingstuart;03/12/2016;107;3187;2;1;2;443;;;Bayside City Council;-379077;1450229;Southern Metropolitan;6938
Brighton East;1/383 South Rd;2;u;750000;SP;Buxton;03/12/2016;107;3187;2;1;3;305;;1970;Bayside City Council;-379318;1450293;Southern Metropolitan;6938
Brighton East;5 Margaret St;2;h;1780000;SP;Buxton;07/05/2016;107;3187;4;3;2;635;119;1935;Bayside City Council;-379205;1450102;Southern Metropolitan;6938
Brighton East;2/377 South Rd;2;t;770000;SP;Buxton;07/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;1 Alexander St;3;h;1301000;SP;Buxton;12/11/2016;107;3187;3;2;2;401;121;1926;Bayside City Council;-379062;1450173;Southern Metropolitan;6938
Brighton East;4/377 South Rd;2;u;755000;SP;Buxton;13/08/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;55 Baird St;4;h;2050000;SP;Marshall;15/10/2016;107;3187;4;2;4;678;233;1940;Bayside City Council;-379255;1450118;Southern Metropolitan;6938
Brighton East;69 Landcox St;4;h;2110000;SP;Buxton;15/10/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;15a Glencairn Av;4;h;1655000;SP;Buxton;18/06/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;30 Sunlight Cr;4;h;2630000;SP;Buxton;18/06/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;206 South Rd;4;h;1725000;SP;Hodges;19/11/2016;107;3187;4;3;2;798;;;Bayside City Council;-379311;1450169;Southern Metropolitan;6938
Brighton East;4/2 Hornby St;1;t;681000;SP;Buxton;24/09/2016;107;3187;2;1;1;166;60;2012;Bayside City Council;-379159;145019;Southern Metropolitan;6938
Brighton East;35 Elizabeth St;3;h;1537000;SP;Marshall;25/02/2017;107;3187;3;2;2;324;;1999;Bayside City Council;-379034;145017;Southern Metropolitan;6938
Brighton East;119 Marriage Rd;3;t;1760000;SP;Kay;13/05/2017;107;3187;;;;;;;Bayside City Council;-379198;145019;Southern Metropolitan;6938
Brighton East;18 Centre Rd;4;t;1731000;SP;Buxton;01/07/2017;103;3187;4;3;2;345;239;2001;Bayside City Council;-3791503;14500888;Southern Metropolitan;6938
Brighton East;17 Florence St;4;h;2100000;SP;Nick;17/06/2017;103;3187;4;3;2;608;30619;2000;Bayside City Council;-3791777;14501798;Southern Metropolitan;6938
Brighton East;1A Wallen St;2;h;1035000;SP;Buxton;27/05/2017;103;3187;2;1;1;542;65;1985;Bayside City Council;-3791704;14501846;Southern Metropolitan;6938
Brighton East;174 South Rd;3;h;1680000;SP;Buxton;12/08/2017;103;3187;3;1;2;605;181;1920;Bayside City Council;-3793063;14501314;Southern Metropolitan;6938
Brighton East;60 Cummins Rd;3;h;1650000;SP;Buxton;26/08/2017;103;3187;3;2;2;623;0;1920;Bayside City Council;-3792698;14502673;Southern Metropolitan;6938
Brighton East;375 South Rd;5;h;1650000;SP;Hodges;26/08/2017;103;3187;5;2;5;773;275;1950;Bayside City Council;-3793203;14502844;Southern Metropolitan;6938
Brighton East;154 Thomas St;2;h;1155000;SP;Buxton;14/10/2017;103;3187;2;1;2;;;;Bayside City Council;-3790495;14502571;Southern Metropolitan;6938
Brighton East;2/17 Ward St;2;t;1155000;SP;Hodges;14/10/2017;103;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;9A Hemming St;2;t;860000;SP;Buxton;11/11/2017;103;3187;2;1;1;208;;;Bayside City Council;-379315;1450314;Southern Metropolitan;6938
Brighton East;3/36 Union St;3;t;985000;SP;Rodney;09/12/2017;103;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;139 Thomas St;4;h;1650000;SA;hockingstuart;13/08/2016;107;3187;5;3;2;598;212;1948;Bayside City Council;-379075;1450248;Southern Metropolitan;6938
Brighton East;7 Balfour St;4;h;1940000;S;hockingstuart;03/09/2016;107;3187;4;2;2;682;240;1960;Bayside City Council;-379205;1450122;Southern Metropolitan;6938
Brighton East;4 Marriage Rd;4;h;1850000;S;Nick;03/09/2016;107;3187;4;2;2;617;268;1940;Bayside City Council;-379187;145007;Southern Metropolitan;6938
Brighton East;23 Rogers Av;2;h;1060000;S;Nick;03/09/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;1 Sunnyside Av;5;h;1952000;S;Gary;03/09/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;1/136 Dendy St;3;u;1465000;S;RT;03/12/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;14 Milroy St;4;h;2504000;S;Marshall;03/12/2016;107;3187;4;2;2;674;183;1950;Bayside City Council;-379022;1450125;Southern Metropolitan;6938
Brighton East;22A Camperdown St;3;t;1302500;S;Buxton;04/03/2017;107;3187;3;2;2;391;;;Bayside City Council;-379179;1450091;Southern Metropolitan;6938
Brighton East;67 Centre Rd;2;h;1445000;S;Biggin;04/03/2017;107;3187;2;1;1;649;126;1940;Bayside City Council;-379153;1450142;Southern Metropolitan;6938
Brighton East;10 Eloura Av;4;h;1840000;S;hockingstuart;04/03/2017;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;16a Billson St;2;h;980000;S;Hodges;04/06/2016;107;3187;3;1;1;247;;;Bayside City Council;-37917;1450137;Southern Metropolitan;6938
Brighton East;5 Florence St;4;h;1495000;S;Nick;04/06/2016;107;3187;4;2;2;597;;;Bayside City Council;-379179;145019;Southern Metropolitan;6938
Brighton East;60 Baird St;3;h;1860000;S;Marshall;06/08/2016;107;3187;3;2;2;686;;1948;Bayside City Council;-379241;1450125;Southern Metropolitan;6938
Brighton East;80 Marriage Rd;3;h;1500000;S;Nick;06/08/2016;107;3187;3;2;2;315;228;2000;Bayside City Council;-379199;1450174;Southern Metropolitan;6938
Brighton East;2/10 Vincent St;3;t;870000;S;hockingstuart;06/08/2016;107;3187;3;2;2;158;;;Bayside City Council;-379271;1450281;Southern Metropolitan;6938
Brighton East;14a Stone St;4;t;1425000;S;Buxton;07/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;16/373 South Rd;2;u;775000;S;Buxton;07/11/2016;107;3187;2;1;1;112;90;1960;Bayside City Council;-379306;1450284;Southern Metropolitan;6938
Brighton East;4 Vincent St;3;h;1480000;S;hockingstuart;07/11/2016;107;3187;3;2;2;697;143;1925;Bayside City Council;-379269;1450274;Southern Metropolitan;6938
Brighton East;299 South Rd;3;h;1590000;S;Marshall;08/10/2016;107;3187;3;3;2;481;244;2012;Bayside City Council;-37931;1450198;Southern Metropolitan;6938
Brighton East;13 Hornby St;4;h;2840000;S;Hodges;10/09/2016;107;3187;5;2;2;999;274;1972;Bayside City Council;-379135;1450189;Southern Metropolitan;6938
Brighton East;10 MacKie Gr;3;h;1580000;S;Marshall;10/09/2016;107;3187;4;2;2;597;;;Bayside City Council;-379085;1450201;Southern Metropolitan;6938
Brighton East;24 Moore St;3;h;1405000;S;Buxton;10/12/2016;107;3187;3;1;1;490;;;Bayside City Council;-379024;1450097;Southern Metropolitan;6938
Brighton East;355 Nepean Hwy;3;h;1290000;S;Greg;10/12/2016;107;3187;3;1;2;661;;1920;Bayside City Council;-379045;1450082;Southern Metropolitan;6938
Brighton East;92 Thomas St;5;h;3207000;S;hockingstuart;10/12/2016;107;3187;5;5;3;1561;272;1969;Bayside City Council;-379102;1450245;Southern Metropolitan;6938
Brighton East;2/19 Hemming St;3;u;880000;S;Buxton;11/02/2017;107;3187;3;2;2;304;34;1990;Bayside City Council;-379308;1450316;Southern Metropolitan;6938
Brighton East;200 South Rd;4;h;1920000;S;Nick;11/02/2017;107;3187;4;1;1;1000;203;1960;Bayside City Council;-37931;1450163;Southern Metropolitan;6938
Brighton East;23 Camperdown St;4;t;2570000;S;Gary;12/11/2016;107;3187;4;3;2;898;;;Bayside City Council;-379176;1450087;Southern Metropolitan;6938
Brighton East;49 Landcox St;3;t;1450000;S;J;12/11/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;50 Lucas St;5;h;2550000;S;Buxton;12/11/2016;107;3187;5;3;2;915;233;1960;Bayside City Council;-379231;1450104;Southern Metropolitan;6938
Brighton East;3 Carrington Gr;5;h;1915000;S;Buxton;13/08/2016;107;3187;5;2;0;645;238;1970;Bayside City Council;-379175;1450116;Southern Metropolitan;6938
Brighton East;44 Edro Av;4;h;1840000;S;Hodges;13/08/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;7 Caramar Av;3;h;1460000;S;Hodges;14/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;19 Cheeseman Av;4;h;1760000;S;Marshall;14/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;4a Marriage Rd;4;h;1530000;S;RT;14/05/2016;107;3187;2;2;1;603;177;1920;Bayside City Council;-379187;1450071;Southern Metropolitan;6938
Brighton East;1/25 Primrose Cr;3;h;930000;S;RT;14/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;2/25 Primrose Cr;3;h;805000;S;RT;14/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;1b Thomas St;2;t;1090000;S;Buxton;14/05/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;2/5 Camperdown St;2;u;905000;S;Hodges;15/10/2016;107;3187;2;1;2;189;93;1980;Bayside City Council;-379172;1450072;Southern Metropolitan;6938
Brighton East;9a Elizabeth St;3;h;1355000;S;C21;15/10/2016;107;3187;3;1;2;759;151;1930;Bayside City Council;-379057;1450166;Southern Metropolitan;6938
Brighton East;4 Farmer St;2;h;1845000;S;Buxton;15/10/2016;107;3187;2;1;2;604;145;1950;Bayside City Council;-379268;1450094;Southern Metropolitan;6938
Brighton East;2 Shasta Av;4;h;2655000;S;hockingstuart;15/10/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;6 Balfour St;3;h;1620000;S;Marshall;16/04/2016;107;3187;3;2;4;678;;;Bayside City Council;-379208;1450126;Southern Metropolitan;6938
Brighton East;11 Burwah Av;4;h;2127000;S;hockingstuart;16/04/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;2/111 Thomas St;3;t;940000;S;hockingstuart;16/04/2016;107;3187;3;2;3;0;;2004;Bayside City Council;-379089;1450246;Southern Metropolitan;6938
Brighton East;38 Agnew St;3;h;1710000;S;hockingstuart;17/09/2016;107;3187;4;3;2;435;228;1915;Bayside City Council;-3791;1450113;Southern Metropolitan;6938
Brighton East;36 Billson St;3;h;1800000;S;Buxton;17/09/2016;107;3187;3;1;1;703;;;Bayside City Council;-379185;1450138;Southern Metropolitan;6938
Brighton East;29 Cluden St;4;h;1706000;S;Buxton;17/09/2016;107;3187;3;3;2;538;;;Bayside City Council;-379126;145011;Southern Metropolitan;6938
Brighton East;6 Shasta Av;4;h;2355000;S;Buxton;17/09/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;14 Northern Av;3;h;1845000;S;Buxton;18/03/2017;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;7/87 Thomas St;2;u;770000;S;Hodges;18/03/2017;107;3187;2;1;2;157;;;Bayside City Council;-37911;1450236;Southern Metropolitan;6938
Brighton East;7 Edro Av;3;h;1912500;S;Buxton;18/06/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;3 Killeen Av;3;h;1800000;S;Buxton;18/06/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;155 Dendy St;3;h;1400000;S;Hodges;19/11/2016;107;3187;3;2;2;486;;;Bayside City Council;-379213;1450111;Southern Metropolitan;6938
Brighton East;4 Hansen St;3;h;900000;S;Hodges;19/11/2016;107;3187;3;2;2;236;;;Bayside City Council;-379215;1450227;Southern Metropolitan;6938
Brighton East;25 Robinson St;4;h;2150000;S;Buxton;19/11/2016;107;3187;4;3;2;614;225;1970;Bayside City Council;-379186;1450175;Southern Metropolitan;6938
Brighton East;18 Curzon St;4;h;1720000;S;Buxton;22/05/2016;107;3187;2;2;2;676;;;Bayside City Council;-379198;1450137;Southern Metropolitan;6938
Brighton East;1 Marriage Rd;4;h;1815000;S;hockingstuart;22/05/2016;107;3187;4;2;2;732;;;Bayside City Council;-379184;145007;Southern Metropolitan;6938
Brighton East;16b Regent St;3;t;1511000;S;RT;24/09/2016;107;3187;2;2;2;496;;;Bayside City Council;-379237;1450075;Southern Metropolitan;6938
Brighton East;8 Thomas St;2;h;1310000;S;Buxton;24/09/2016;107;3187;4;3;2;302;250;2018;Bayside City Council;-379182;1450231;Southern Metropolitan;6938
Brighton East;2/20 Blanche St;3;t;1580000;S;Buxton;25/02/2017;107;3187;;;;;;;Bayside City Council;-379096;145009;Southern Metropolitan;6938
Brighton East;39 Ferguson St;3;h;1100000;S;HAR;25/02/2017;107;3187;3;1;1;420;;;Bayside City Council;-379108;1450121;Southern Metropolitan;6938
Brighton East;313 Nepean Hwy;2;h;994000;S;Buxton;25/02/2017;107;3187;2;2;2;539;;;Bayside City Council;-379013;1450072;Southern Metropolitan;6938
Brighton East;7 Valdemar Ct;4;h;1447000;S;Marshall;25/02/2017;107;3187;4;1;2;590;;;Bayside City Council;-379286;1450274;Southern Metropolitan;6938
Brighton East;3/127 Dendy St;2;u;692000;S;Buxton;26/07/2016;107;3187;2;1;1;74;66;1960;Bayside City Council;-379207;1450079;Southern Metropolitan;6938
Brighton East;2/21 Hodder St;4;t;1367000;S;McGrath;26/07/2016;107;3187;4;2;2;315;4;2000;Bayside City Council;-379078;1450222;Southern Metropolitan;6938
Brighton East;15 Eloura Av;4;h;1550000;S;Buxton;27/06/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;1/9 Burwah Av;3;t;1470000;S;Biggin;27/11/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;2/33 Cluden St;2;u;903000;S;Hodges;27/11/2016;107;3187;2;1;1;171;101;1970;Bayside City Council;-379125;1450114;Southern Metropolitan;6938
Brighton East;9 Montgomery St;4;h;2820000;S;Buxton;27/11/2016;107;3187;4;4;4;509;337;1960;Bayside City Council;-379172;1450214;Southern Metropolitan;6938
Brighton East;2/15 Roseberry Av;3;t;1185000;S;Buxton;27/11/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;11 Summerhill Rd;2;h;1813000;S;Buxton;27/11/2016;107;3187;2;1;2;660;117;1930;Bayside City Council;-379179;1450127;Southern Metropolitan;6938
Brighton East;28 Sunlight Cr;4;h;2175000;S;Marshall;27/11/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;5 Tuxen Ct;5;h;1655000;S;Buxton;27/11/2016;107;3187;5;2;2;679;288;1950;Bayside City Council;-379291;1450283;Southern Metropolitan;6938
Brighton East;19 Wrixon Av;4;h;2160000;S;hockingstuart;27/11/2016;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;5 Arnot St;3;t;1230000;S;hockingstuart;28/05/2016;107;3187;3;2;2;297;193;1980;Bayside City Council;-379124;1450132;Southern Metropolitan;6938
Brighton East;4 Bruce St;4;h;1389000;S;Buxton;28/05/2016;107;3187;4;1;2;656;150;1930;Bayside City Council;-379027;1450225;Southern Metropolitan;6938
Brighton East;3/44 Union St;2;u;750000;S;Buxton;28/05/2016;107;3187;2;1;1;227;;1980;Bayside City Council;-379085;1450129;Southern Metropolitan;6938
Brighton East;3/23 Walstab St;3;u;1245000;S;Buxton;28/05/2016;107;3187;3;2;1;227;;1998;Bayside City Council;-379191;1450074;Southern Metropolitan;6938
Brighton East;214 Were St;4;h;2310000;S;Buxton;28/05/2016;107;3187;4;2;2;757;130;1930;Bayside City Council;-379266;1450088;Southern Metropolitan;6938
Brighton East;54 Regent St;3;t;1420000;S;hockingstuart;28/08/2016;107;3187;3;2;2;247;;;Bayside City Council;-379241;1450108;Southern Metropolitan;6938
Brighton East;4/141 Centre Rd;2;u;563000;S;hockingstuart;30/07/2016;107;3187;2;1;1;1233;;1960;Bayside City Council;-379164;1450228;Southern Metropolitan;6938
Brighton East;2a Hurlstone St;2;t;1014000;S;Buxton;30/07/2016;107;3187;2;1;1;267;131;1990;Bayside City Council;-379055;1450173;Southern Metropolitan;6938
Brighton East;1/373 South Rd;3;u;725000;S;Buxton;08/04/2017;107;3187;3;1;1;137;;;Bayside City Council;-379319;1450282;Southern Metropolitan;6938
Brighton East;7 Billson St;5;h;2140000;S;Marshall;13/05/2017;107;3187;5;2;2;780;206;1950;Bayside City Council;-379173;1450142;Southern Metropolitan;6938
Brighton East;36 Clinton St;4;h;1630000;S;RT;13/05/2017;107;3187;4;2;1;596;;;Bayside City Council;-379113;1450207;Southern Metropolitan;6938
Brighton East;4/25 Cluden St;2;u;910000;S;Woodards;13/05/2017;107;3187;2;1;3;238;;;Bayside City Council;-379126;1450105;Southern Metropolitan;6938
Brighton East;1 Curzon St;3;h;1975000;S;Kay;13/05/2017;107;3187;3;1;2;688;;;Bayside City Council;-379212;145013;Southern Metropolitan;6938
Brighton East;40 Hodder St;3;h;1635000;S;Buxton;13/05/2017;107;3187;3;1;1;597;131;1925;Bayside City Council;-379064;1450229;Southern Metropolitan;6938
Brighton East;5 Valdemar Ct;3;h;1743000;S;Marshall;13/05/2017;107;3187;3;1;2;590;;;Bayside City Council;-379287;1450273;Southern Metropolitan;6938
Brighton East;12 Agnew St;3;h;2291000;S;Marshall;20/05/2017;107;3187;3;2;2;530;;1886;Bayside City Council;-379119;145011;Southern Metropolitan;6938
Brighton East;1 Bourneville Av;5;h;2700000;S;Buxton;20/05/2017;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;2C Ratho Av;3;t;1180000;S;Marshall;20/05/2017;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;239 South Rd;3;h;1400000;S;Buxton;20/05/2017;107;3187;3;1;2;677;;;Bayside City Council;-379304;1450151;Southern Metropolitan;6938
Brighton East;6 Coronation St;3;h;1640000;S;Hodges;22/04/2017;107;3187;3;1;1;590;;;Bayside City Council;-379012;145008;Southern Metropolitan;6938
Brighton East;46 Glencairn Av;2;h;2303000;S;Buxton;22/04/2017;107;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;7/36 Union St;3;t;972000;S;Gary;29/04/2017;107;3187;3;2;1;119;160;2000;Bayside City Council;-379084;1450118;Southern Metropolitan;6938
Brighton East;5A Hornby St;2;h;1410000;S;Hodges;17/06/2017;103;3187;2;1;2;708;;;Bayside City Council;-3791488;14501868;Southern Metropolitan;6938
Brighton East;9 Baird St;4;h;2720000;S;Marshall;24/06/2017;103;3187;4;3;2;792;;;Bayside City Council;-3792882;14501109;Southern Metropolitan;6938
Brighton East;13 Churchill Ct;4;h;2525000;S;Buxton;24/06/2017;103;3187;4;2;2;725;300;2000;Bayside City Council;-3792884;14501518;Southern Metropolitan;6938
Brighton East;5 Keys Av;3;h;1675000;S;Marshall;24/06/2017;103;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;5 Sunlight Cr;4;h;1900000;S;Marshall;24/06/2017;103;3187;;;;;;;Bayside City Council;;;Southern Metropolitan;6938
Brighton East;1C Baird St;3;h;1750800;S;Purplebricks;27/05/2017;103;3187;3;4;2;424;201;2012;Bayside City Council;-3792988;14501085;Southern Metropolitan;6938
